Power_perf_factor,Fuel_efficiency,Fuel_capacity,Engine_size,Horsepower,Wheelbase,Width,Length,Price_in_lakhs
72.23988,20.6,27,5.29,226,83.29,81.92,196.66,16.99
118.17156,23.9,27,1.18,163,88.83,62.17,220.04,4.82
47.32596,26.0,15,2.64,234,87.95,61.95,201.06,28.50
35.17043,17.2,20,3.85,196,88.52,87.55,291.14,8.49
110.97121,16.4,28,4.61,153,87.11,60.08,248.19,18.50
118.63646,17.7,21,3.02,159,102.65,81.62,181.21,10.25
69.29048,26.8,16,1.93,192,99.02,63.87,288.46,27.70
173.97046,19.0,15,3.31,273,94.64,86.84,298.49,10.73
121.48181,16.1,15,5.24,228,104.45,87.65,199.66,22.38
86.59914,28.0,26,5.99,261,89.96,79.0,247.21,24.14
61.30796,28.2,28,1.86,200,88.64,77.43,297.69,9.05
159.70403,26.4,20,4.96,248,87.92,61.79,256.6,15.12
93.75457,23.0,16,4.06,200,101.24,71.0,282.58,4.81
156.08242,17.0,20,1.97,197,99.36,60.6,299.31,29.55
68.84029,25.5,24,4.55,152,89.11,82.22,222.56,24.21
136.51343,23.8,23,3.05,218,101.88,86.1,215.41,20.52
143.4411,21.5,20,5.32,209,105.67,85.71,273.38,21.45
41.86969,20.5,28,1.49,219,88.4,76.39,249.78,29.53
47.36714,29.8,21,3.39,197,84.93,69.3,251.47,26.86
185.86215,22.4,26,3.69,188,103.82,72.14,206.44,28.43
125.6602,22.6,26,4.54,254,84.1,68.04,202.05,16.32
179.52357,17.7,24,4.62,247,93.63,62.53,193.93,19.10
100.82906,26.6,20,3.29,178,102.51,65.67,207.68,22.84
148.43869,17.5,27,1.45,180,88.51,89.16,201.05,28.51
80.09977,26.3,15,3.4,184,102.52,89.26,277.93,24.85
64.50329,21.9,19,3.2,179,89.6,64.29,174.62,23.51
59.71162,16.5,21,3.9,260,91.27,61.59,284.08,8.08
102.38922,15.6,18,3.53,277,83.1,82.51,199.64,9.55
143.28489,24.1,25,4.51,234,99.92,84.09,270.2,4.07
80.44995,27.2,27,1.4,261,85.73,85.36,286.81,13.37
129.41522,21.1,17,2.92,166,95.88,60.2,212.79,3.27
101.69654,20.4,19,3.02,266,109.84,79.13,168.37,26.13
174.82633,15.4,16,5.53,195,81.38,73.08,186.32,27.35
109.91883,28.7,22,1.64,151,89.0,75.5,264.36,4.76
180.7728,16.4,26,4.46,248,85.67,67.52,231.29,26.83
171.94259,22.4,22,3.58,253,97.84,78.64,225.4,29.22
162.34466,28.7,25,4.2,167,107.01,60.55,189.6,10.18
102.86796,23.7,27,5.17,166,82.71,82.69,260.54,3.63
52.10403,22.1,21,5.79,168,84.82,66.29,280.27,4.96
122.86695,22.3,20,3.0,188,87.38,74.55,271.98,15.02
108.93814,19.6,24,1.79,159,91.93,67.04,236.04,27.24
170.02035,19.9,24,5.41,193,84.1,87.61,274.0,15.89
136.14004,17.3,23,1.63,261,89.87,67.46,292.48,24.23
116.69156,17.9,16,4.86,227,88.65,63.66,177.3,20.62
60.78906,26.1,20,2.58,237,101.56,86.79,240.81,8.02
93.76819,17.3,25,4.91,215,100.44,66.39,219.2,27.45
88.57132,20.0,21,1.46,172,98.41,86.84,233.43,11.89
119.99564,20.1,19,3.49,232,104.61,83.79,216.92,9.86
67.63865,26.5,16,3.9,272,105.52,60.29,245.8,20.70
180.53752,18.0,28,2.77,154,80.07,67.51,289.07,25.62
181.15241,25.2,25,4.4,161,105.68,72.16,297.46,15.40
159.8105,23.1,22,1.8,199,83.37,63.15,246.94,4.35
188.45723,24.8,16,1.44,164,101.06,85.66,211.96,8.38
139.92609,24.0,16,1.24,178,89.38,78.73,293.47,6.84
65.75726,18.6,21,2.52,250,95.05,70.32,249.53,25.18
55.72685,25.8,22,5.62,255,98.55,85.46,208.43,9.46
87.47881,26.2,17,3.87,208,91.76,68.76,177.1,14.75
94.03359,24.7,17,1.92,204,103.82,87.88,208.08,8.66
93.08989,18.5,25,5.88,266,109.35,72.43,178.07,11.83
167.88969,21.1,28,5.71,187,80.56,63.06,278.52,17.36
172.48627,25.8,18,1.18,196,97.89,89.38,168.24,18.42
50.55012,17.3,24,5.86,236,101.62,73.67,280.13,8.48
68.67279,26.8,26,5.36,279,105.4,71.73,289.05,25.06
123.00484,15.3,18,5.01,224,105.68,76.8,259.59,26.56
109.85189,25.2,24,5.16,225,100.45,89.77,279.65,19.62
94.78535,27.8,19,5.29,205,87.17,88.49,247.45,16.14
89.84369,29.4,28,4.57,174,106.75,79.63,164.82,6.74
77.48554,21.9,19,4.37,269,90.72,73.69,201.99,29.72
100.43675,23.5,19,1.94,165,90.62,80.54,186.37,15.91
97.6845,24.0,19,1.7,275,108.58,74.47,220.26,9.54
107.30469,21.1,20,3.44,226,90.64,72.35,180.8,18.40
189.8999,22.1,23,2.04,189,83.57,89.66,293.12,13.82
80.78634,19.7,25,2.32,247,100.14,80.66,277.32,21.27
142.01807,27.2,28,5.89,189,100.75,80.28,237.59,9.79
180.98868,17.0,25,3.22,182,95.09,78.93,285.15,13.30
90.48248,28.4,15,5.62,212,88.21,73.51,182.82,29.28
133.86586,17.1,28,1.73,241,101.7,62.38,243.71,7.00
173.72116,20.4,28,5.75,195,82.8,64.54,264.33,7.46
114.86774,16.7,21,5.89,234,103.32,72.21,183.21,27.97
62.07563,29.1,23,1.03,251,99.3,65.7,283.04,27.16
116.72558,19.5,18,5.96,200,83.33,66.81,164.2,19.22
155.40173,17.5,23,3.55,204,106.68,68.11,292.19,5.94
83.11623,27.0,27,2.45,204,104.03,73.57,177.55,3.52
127.27078,23.9,15,1.25,185,97.29,76.12,254.08,22.96
144.81631,20.0,17,4.65,158,91.59,83.23,168.5,6.05
95.93527,20.7,28,5.94,260,101.21,82.55,175.3,21.56
131.58167,27.9,17,1.17,157,85.31,83.03,217.56,4.25
153.87242,24.4,15,1.25,249,97.8,88.53,170.21,6.88
172.88989,28.6,24,5.36,199,90.27,79.29,204.71,6.72
128.63143,27.8,19,5.3,271,86.74,62.62,289.75,26.01
74.79861,28.5,19,2.94,176,106.84,83.78,197.68,8.33
57.87745,28.7,22,2.95,163,83.57,77.87,216.43,27.41
61.71242,25.3,16,2.49,245,100.32,73.79,233.72,8.15
40.42223,23.6,23,1.89,189,102.12,62.51,162.62,25.07
129.03483,24.7,19,3.53,279,90.67,67.09,196.38,25.56
144.12302,21.1,22,1.16,156,90.89,85.3,259.71,25.46
72.31468,26.5,19,5.67,274,108.47,69.0,166.02,17.50
137.79323,20.8,15,1.44,265,97.88,66.55,291.11,25.18
60.24664,15.3,27,3.36,187,85.76,67.77,177.85,8.72
132.85491,24.7,24,3.52,218,94.81,77.05,258.37,18.47
161.64365,19.6,24,4.69,154,91.97,84.77,174.68,25.80
68.9498,15.3,18,2.09,165,99.1,77.1,297.4,10.17
126.00618,26.4,24,4.73,152,95.02,86.92,190.7,21.03
189.07455,22.6,21,1.7,268,103.04,84.67,225.34,13.91
49.5932,23.2,17,2.13,169,96.37,86.09,269.66,16.05
139.61428,26.2,28,2.21,256,99.91,65.11,215.27,16.42
82.95145,25.5,20,5.36,170,106.39,78.76,181.73,18.91
36.98937,15.2,17,5.36,203,98.41,69.97,223.51,18.78
157.05258,25.7,20,3.23,271,96.58,83.74,167.61,18.56
88.85046,17.6,17,2.03,222,95.32,88.42,217.56,11.71
139.71599,20.7,15,3.5,240,97.5,83.32,201.49,28.35
155.37753,28.1,21,3.13,256,104.45,64.55,200.18,20.72
93.3893,21.8,27,4.49,235,83.33,78.35,272.44,16.07
55.94545,17.4,16,5.86,150,109.89,67.19,264.85,26.01
108.12668,28.3,20,3.36,253,99.82,84.05,265.98,13.92
49.01183,22.8,28,2.99,201,90.14,69.73,226.08,5.50
73.60497,16.6,25,2.26,276,83.26,81.56,278.62,23.26
172.96855,21.1,21,5.91,270,96.44,60.56,261.2,23.59
100.98346,18.4,19,5.59,199,105.49,63.55,224.28,27.16
134.3092,16.1,19,5.52,209,108.21,61.84,229.42,19.58
100.58502,29.8,27,5.13,157,87.66,78.9,221.0,16.34
40.38563,15.5,28,4.07,158,98.11,78.15,168.2,28.53
173.21727,25.5,15,1.37,238,80.27,89.86,220.63,22.83
184.54567,22.2,17,3.59,194,95.16,68.06,210.5,27.00
86.99769,25.8,15,1.1,268,93.83,80.72,178.28,4.11
170.56141,18.2,26,4.36,273,94.93,67.84,164.93,19.38
153.90729,16.4,20,1.1,278,84.42,86.59,286.64,10.32
89.85559,23.8,21,4.28,201,94.27,76.45,299.95,25.05
31.21466,22.5,15,3.98,164,81.75,76.61,215.94,18.31
48.16074,22.0,24,2.41,198,92.56,76.31,170.85,24.27
40.98149,18.5,19,3.97,274,100.78,67.6,262.14,19.13
123.48206,23.5,15,3.13,238,82.34,88.02,248.95,27.45
43.4037,22.8,28,1.73,220,107.23,87.75,161.37,12.36
144.11733,18.7,25,3.08,153,82.89,60.34,185.62,25.09
128.19594,26.4,22,2.88,163,100.54,76.1,274.78,27.17
150.60168,28.4,17,1.61,272,106.02,85.65,181.53,15.18
137.7018,25.3,24,4.94,215,105.98,62.52,295.5,15.72
57.27812,21.8,18,2.09,227,92.59,87.42,188.39,4.71
182.50633,18.9,26,4.22,151,107.38,70.91,287.24,27.42
161.40941,20.6,26,4.12,174,101.75,69.47,212.47,13.89
67.41742,17.3,28,3.94,184,88.79,69.84,247.7,4.48
102.03482,17.9,24,4.4,265,101.46,67.57,281.96,17.68
116.14884,24.8,16,3.13,265,104.64,76.88,238.13,7.97
148.81256,22.1,27,4.69,164,101.53,63.68,252.63,6.62
110.15755,23.3,23,1.3,195,88.28,88.58,206.34,15.04
69.4574,24.6,27,1.51,171,96.26,66.1,204.73,21.73
100.50676,28.6,18,4.79,159,95.79,68.59,294.91,7.76
189.74893,25.8,19,1.47,278,109.44,81.51,274.48,11.45
118.02996,19.3,28,5.72,186,82.93,87.07,226.36,26.63
103.38723,25.0,23,2.79,210,82.81,82.25,203.84,22.74
115.56733,16.6,26,4.05,180,92.79,74.74,231.22,25.93
145.48973,20.8,23,3.09,216,104.9,69.69,199.77,12.03
65.86708,25.5,23,3.41,244,109.64,78.98,243.39,13.51
158.89793,25.3,26,4.96,211,93.37,66.64,286.58,7.90
66.45201,21.1,16,4.67,206,105.71,65.32,185.56,26.99
101.6294,22.1,15,4.33,248,83.98,73.65,191.11,29.15
64.79652,27.7,20,5.83,217,96.64,67.59,253.92,10.27
37.68406,23.9,16,3.21,207,102.59,69.71,273.58,29.25
